Timestamp,What class year are you?,What grade did you receive in Civil Procedure?,What grade did you receive in Contracts?,What grade did you receive in Criminal Law/Torts?,Did your expectations match up with the grades you received?,Do you feel the grades received match your understanding of the course material?,Do you feel the grades received reflect the level of effort you put in last semester?,Do the grades you received feel arbitrary?,How does the grading system at NYU affect your mental health? Explain:,Do you feel a different grading system is warranted?,Would you prefer a Pass/Fail grading system for 1L?,"Do the grades you received change your future plans (internship, career etc.)",What do you plan on doing after you graduate? (feel free to select multiple),Would you prefer the proposed grading system to the grading system NYU Law currently has?,How do you think the proposed grading system would affect your mental health? ,Please share how you think the proposed grading system would impact you:,Please provide any additional feedback or comments you wish to share about the proposed grading system:,What is your racial/ethnic identity?,What is your gender identity?,Do you identify as LGBTQ+,Do you identify as a person with a disability?,Are you a first-generation professional?
2/22/2020 10:53:38,1L,B+,A+,A,Disagree,Neutral,Disagree,Strongly Disagree,"I was definitely more wound up around finals, and I was frustrated because I had stress nausea for two weeks. However, I feel like that was less because of the forced curve, and was more attributable to the ""one exam decides your entire grade"" situation and the lack of transparency / information around how much these grades actually matter to anything. The curve does not bother me in and of itself.",Strongly Disagree,Strongly Disagree,Disagree,Private Law,No,"I think it would stress me out even more on net. During finals, I would not be more stressed than on average since I'm sure I'd pass. However, for reasons outlined in my other responses, I'd be perpetually stressed about how this system was impacting people's employment prospects.","It wouldn't. I'm sure I'll be fine under any grading system, but that's because I have a very strong work background. ","I'm concerned how employers would react to this system - what would differentiate an NYU student from any other NYU student, in the absence of a GPA in the first year? Only the resume and interviews. This highly disadvantages people who go straight through from undergrad. Also, I strongly suspect private sector employers, who are risk adverse and putting a massive financial investment into their summer classes, would prefer to take students from other top schools which did have grades. When presented with two candidates with identical resumes, one of whom has a transcript with good grades on it and the other with just ""Pass,"" it makes more sense to hire the former. This system also may negatively impact people who want to clerk, since judges place high weight on grades. It also introduces an entirely arbitrary element in allowing professors to decide how many Honors to give out - which again, may affect those people who want to clerk. I could imagine people selecting class's based on the rumor mill of how many Honors a professor normally gave. 

My underlying problem with this proposal is that I think it's failing to address the real issue. We all talk about how terrible the curve is, but in life, in both the private and public sectors, we will all be evaluated relative to other people. We will not get hired or get pay raises or be promoted solely on the basis of effort and how well we've memorized certain material. The curve at NYU follows that idea - that grades are not there to reflect effort, but rather how well we can identify a professor's desired end product, and deliver it. As a professional school, which definitionally is designed not just to educate, but to place individuals into the legal *profession*, it makes a lot of sense that the grading system mirrors how we will be evaluated in our workplaces. 

To me, the real issue is the utter lack of transparency and confidence we can have in how much these grades will make a difference to our career goals. What GPA precludes us from a federal appellate court clerkship? From the Cravath's of the private sector? From working at the UN? Why is it that none of us truly know how damaging (or utterly not) a B- is? Imagine if we were all told by an authoritative source (i.e., not a 3L, but OCS or PILC or the Deans) that the median GPA at NYU is a 3.2, and that for everyone who isn't aiming for crazy prestigious things like a SCOTUS clerkship, being at or around the median is perfectly fine. Would we all still be so concerned about this curve? If we would be, that's an us problem (because we're uncomfortable not getting a As and also with being explicitly told how we compare to others) and not a grading system problem. ",Asian,"Female, Non-binary",Yes,Yes,Yes
2/22/2020 11:05:08,1L,A-,A-,B+,Neutral,Neutral,Disagree,Agree,I felt I had to study almost non-stop in order to make sure I don't miss a single thing. This was bad for my mental health and physical health...I think I was the most unhealthy version of myself ever. ,Agree,Agree,Agree,Public Interest/Government,Yes,I think I would have a better balance between learning and other things in my life (and that I would be more capable of learning with joy). ,,,White,Female,No,No,Yes
2/22/2020 11:05:14,1L,B,A,B,Neutral,Neutral,Disagree,Agree,"Every 1L comes in with a different background, and different understanding of the basic principles of law.  Students are also unfamiliar with the test format, for which cannot practice. I think it's unfair to measure a student's development and learning based on one three-hour period, in which they are supposed to apply everything they learned about the material, the exams, study practices, and the law in general for the first time. Experience also shows that a lot of us do very similarly (which allegedly resulted in one of our professors assigning grades on a random basis to exams with the same number of points.)  I don't think this format of measuring our performance promotes effective learning, and it arguably does not reflect our abilities and understanding of the material well. People retain more when they are not under undue pressure -- so easing their fears about an arbitrary megaproject which looms over their entire semester and determines their employability could improve the quality of education offered by NYU.",Agree,Agree,Neutral,Private Law,Yes,Very positively. It would improve my quality of life and the quality of my studying. ,"As I wrote above, I find this to be a great proposal, which would allow students to manage their lives, careers and studying in a more balanced way. For me personally, it would create an opportunity to study what I find more interesting in greater depth.  Also, my efforts would be motivated by genuine interest, not fear.",It is a fantastic idea.,White,Male,No,No,No
2/22/2020 11:05:33,1L,A-,A-,A-,Agree,Agree,Strongly Agree,Strongly Disagree,"It made me work harder for sure. Having gotten good grades, I feel significantly more confident. But, I can understand someone who underachieved feeling horrible this semester.",Disagree,Disagree,Disagree,Private Law,No,I feel that I would have no goals and wouldn’t strive to learn.,Same as above.,,Latinex/Hispanic,Male,No,No,No
2/22/2020 11:10:19,1L,B,B+,B+,"Neutral, Disagree","Neutral, Disagree","Neutral, Disagree",Neutral,"I have been told by two of my professors that I was in A-/B+ or B+/B, and they had to give me a lower grade due to the curve. It is very frustrating to learn about this. ",Strongly Agree,Strongly Agree,Disagree,Private Law,Yes,It will make life much better. ,"Definitely less stressed, but I think it will be inevitable that some people (including me) will slack off",how will employers differentiate students for 2L jobs then? entirely on resume and interviews? ,Asian,Female,No,No,Yes
2/22/2020 11:24:44,1L,B+,B+,B+,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,N/a,Neutral,Strongly Agree,Disagree,Private Law,Yes,,,,White,Male,No,No,No
2/22/2020 11:29:35,1L,B+,A-,A,Disagree,Agree,Agree,Disagree,Exam season is very stressful,Neutral,Strongly Disagree,Neutral,Clerkship,No,I think it would be disheartening to know that greater efforts or understanding of the material wouldn't result in a better grade. I put much less effort into lawyering for that reason. ,"For the reasons stated above, I think my understanding of the material and motivation to learn it would be significantly diminished. Also, your 1L grades are extremely important for private sector employment. With a P/F grading system, we would have no way to distinguish myself from our peers academically - Our employment prospects would be based off of ""soft"" factors (like prior work experience) and NYU's name (which is great, but not Yale). ""Soft"" factors typically work in favor of those with privilege and perpetuate inequities - I'd hate to have my future employment in law school determined by fancy internships I did in undergrad or whether I went to an ivy league. Also, assuming that 2L and 3L would be graded, P/F 1L would make these years more stressful for many of us. A graded system is inherently flawed and will inevitably have an adverse impact on our mental health - But I think it provides an objective way for us to distinguish ourselves, motivates us to learn the material, and is in that sense it's a necessary evil.","I think a better strategy would be to remove mandatory B-s from the curve. It's stressful knowing a small proportion of the section is going to get a B-, no matter how well your section does. Changing the grading system so it's not just based upon one final exam might also be an idea to pursue. I would be strongly opposed to a P/F grading system during 1L. ",White,Female,No,No,Yes
2/22/2020 11:31:22,1L,B,B+,B,Disagree,Strongly Disagree,Strongly Disagree,Agree,Very negatively.,Strongly Agree,Strongly Agree,Strongly Agree,"Private Law, Public Interest/Government, Clerkship",No,So much better. ,I probably would have had less panic attacks last semester.,,White,Female,No,No,No
2/22/2020 11:31:44,1L,B+,B,B,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,It makes me anxious and depressed because it is unfair and beyond my control.,Strongly Disagree,Strongly Agree,Strongly Agree,Private Law,Yes,It would make me much more relaxed and able to connect with the material and my classmates.,I think I would be a much better classmate.,,White,Female,Yes,No,Yes
2/22/2020 11:31:56,1L,A,A,A-,Neutral,Agree,Agree,Disagree,"Not great to constantly feel like I’m comparing myself to others, given the curve. ",Agree,Disagree,Neutral,Clerkship,No,"Would honestly be stressed that students at other schools would have a leg up given grades. This would also make EIW hiring far more dependent on prior work experience, which would disadvantage those who went straight-through from undergrad. ",See above. ,"I wouldn’t be opposed to a pass-fail system for Fall of 1L, but I strongly oppose pass-fail for both semesters. I also think that changing the grading system won’t fix underlying issues such as a dearth of law-school focused mental health services.",White,Male,No,No,Yes
2/22/2020 11:32:08,1L,A,B+,B+,Disagree,Agree,Neutral,Disagree,It doesn’t.,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Private Law, Clerkship",No,It would make me feel way worse than the current system ,I would go to a different law school,This system is so dumb it’s insulting to read,White,Male,No,No,No
2/22/2020 11:37:12,1L,B+,A-,B+,Neutral,Neutral,Neutral,Agree,"Certainly causes huge amounts of stress. In particular made it much more difficult to truly decompress during break. If in practice no grades are going to be available until you return to school in January, it would probably be better if they just made this a formal policy and saved you the nervousness from a professor possibly dropping something early.",Neutral,Neutral,Disagree,Private Law,Yes,,"I think it's admittedly possible I would try a little less hard, especially when you get into week 3-4 of hard core studying. This certainly would have de-stressed me a bit ",,White,Male,No,No,No
2/22/2020 11:39:34,1L,B+,B+,A-,Neutral,Neutral,Neutral,"Neutral, Disagree","I feel that NYU does a decent job trying to alleviate pressure and expectations, but it is inevitable due to the importance of grades in the job hunt that we all were unimaginably stressed during November and December. I don't know if that should be the norm. Having worked prior to attending law school, I disagree with people who argue that the testing period is practice for the rigors of professional life. There is just something especially scary about one or two exam grades dictating the first five or so years of your career. This past December was the most mentally exhausted that I've probably ever been (academically or professionally), and I don't feel that I gained anything by enduring it. I'd definitely be open to a different system if it did not put NYU students at a disadvantage during the job search.",Agree,Agree,Neutral,Private Law,No,"I think it might alleviate some of my stress during the testing periods, but I don't think it is the correct solution.",I imagine that I would end up with mostly passing grades. This might be equally stressful however since I would be stressed about differentiating myself.,"I think that grading people relative to one another isn't wrong in itself, but I think, instead of our current system, that there should be multiple graded opportunities ( an exam per month, etc. ) and no required percentage of As, Bs, or Cs. If a professor wants to give everyone an A, that should be his or her prerogative. If you go the entirely ungraded route, you open the door to non merit reasons for differentiation. This could either be equitable or it could not be equitable. I imagine we won't know until we see it in action. As law students, I believe we all see the potential for danger when too much discretion is given to anyone. ",Prefer Not to Answer,Prefer Not to Answer,Prefer Not to Answer,Prefer Not to Answer,Prefer Not to Answer
2/22/2020 11:41:27,1L,A-,B,A-,Neutral,Agree,Disagree,Agree,Knowing that there is a mandatory curve and grades can not reflect the level of effort is a huge amount of stress.,Agree,Agree,Neutral,Private Law,Yes,Less stress over tiny gradations ,,,Asian,Male,No,No,No
2/22/2020 11:42:50,1L,B+,B,A-,Disagree,Strongly Disagree,Disagree,Agree,"Although I really enjoyed my contracts class, my grade made me doubt if I should pursue it. It also made me doubt my interest in transactional work generally. ",Strongly Agree,Neutral,Agree,Private Law,Yes,I feel like I would be able to engage with the material more deeply and in ways that interest me instead of trying to mold my answers to fit the test.,,,White,Female,Prefer Not to Answer,No,No
2/22/2020 11:47:46,1L,B-,B+,B+,Disagree,Disagree,Disagree,Agree,Took a huge toll. ,Strongly Agree,Strongly Agree,Agree,Public Interest/Government,Yes,Would be so much better for me,,,"White, Latinex/Hispanic",Male,Yes,No,No
2/22/2020 11:48:33,1L,B,B+,B+,Disagree,Disagree,Disagree,Strongly Agree,It’s super stressful and gives me a lot of anxiety. I feel like I tried so hard last semester with nothing to show for it.,Strongly Agree,Strongly Agree,Strongly Agree,Private Law,Yes,It would be much more enjoyable to go to school and everyone would be much less competitive!,It would greatly benefit me - I’m envious of students at peer institutions who have a similar grading system because they get to be evaluated in employment on their merits and not an arbitrary and unpredictable grading scale,Too bad it wasn’t already implemented :’(,Latinex/Hispanic,Male,Yes,No,Yes
2/22/2020 11:53:44,1L,A-,B+,B,Neutral,"Disagree, Strongly Disagree",Disagree,Agree,I have never been as stressed out as when I was waiting for first semester grades. While waiting for grades and after receiving them the process had a very negative impact on my mental health.,Neutral,Neutral,Agree,Private Law,Yes,I think that it would be positive.,"I think that it would take a lot of stress out of 1L. However, as someone who does not have connections at firms or prior law experience, I would worry about how I would distinguish myself in the job application process without having grades.",,White,Female,No,No,No
2/22/2020 11:54:44,1L,B,B,B+,Agree,Disagree,Strongly Disagree,Strongly Agree,My anxiety is at an all time high and there is constant worry that these grades have put future career prospects in jeopardy.,Strongly Agree,Strongly Agree,Neutral,"Private Law, Public Interest/Government",Yes,I would feel less stressed and just be happy with the notion that of I work my hardest it will actually pay off.,I think it would help with the job search because employer will be focused on who you are as a person and does won't be closed from the start because of your grades.,,"White, Black",Female,No,No,Yes
2/22/2020 11:57:13,1L,A,A,B,Agree,Disagree,Neutral,Agree,The curve aspect in particular erodes trust and camraderie between students. Being told that grades were simultaneously important and also arbitrary/out of our control created a lot of cognitive dissonance heading into finals,Agree,Agree,Disagree,"Public Interest/Government, Clerkship",Yes,,,,White,Male,No,No,Yes
2/22/2020 11:58:35,1L,B,B+,B+,Disagree,Disagree,Strongly Disagree,Agree,The grading system encourages me to not think about my mental health until finals are over,Strongly Agree,Strongly Agree,Strongly Agree,"Private Law, Clerkship",Yes,,,,Black,Male,No,No,Yes
2/22/2020 12:04:12,1L,A,A-,B+,Agree,Agree,Agree,Strongly Agree,"The fact that we are taught all semester how to understand legal rules, but are graded solely on our ability to spot issues and apply rules, tells us that there’s a mismatch between what we’re learning and how it’s measured. Ideally, midterms would allow us to better experience what a law school exam really tests us on. NYU’s curve also pushes people to compete against one another in an academic field where collaborative brainstorming seems to be the best way to learn, so the enhanced competition is paradoxical. The mental health aspect is also affected because we are repeatedly told by Career Services that we will all get jobs, and it’s okay to get Bs, but we’re also repeatedly told that our 1L grades make or break our careers. Especially now that there’s PEP, it seems that our first semester grades are the only ones that matter — yet they’re the least reflective of our ability to work with the material because they represent our first encounter with law school exams. The pressure of having to do well, while simultaneously knowing we can’t all do well, can break your spirit if you have never learned how to fail before — and it doesn’t really teach you how to fail either, because some professors’ grading systems are so arbitrary that the grades seem fundamentally meaningless. ",Agree,Strongly Agree,Strongly Disagree,"Private Law, Clerkship",No,N/A,I’d tbh not be challenged enough,"I’d have a Pass/Fail system with the option to give out honors to those very few students who do stand out. Otherwise, you’re going into EIW with nothing to set you apart from your peers and it’s going to depend more on networking/contacts that might mean the playing field isn’t level either. The ideal would be a real grading system that’s actually reflective of students’ potential and ability: teach us how to take law school exams throughout the semester if that what the exam actually measures. ",Latinex/Hispanic,Female,Prefer Not to Answer,No,Yes
2/22/2020 12:07:47,1L,B+,B+,B,Disagree,Disagree,Disagree,Agree,It made me feel very disconnected from what I was learning to have a single assessment that was so different from the kind of thinking we did in class ,Disagree,Agree,Disagree,Public Interest/Government,Yes,,,,White,Female,No,No,No
2/22/2020 12:10:27,1L,B,B,B,Disagree,Disagree,Strongly Disagree,Agree,"Made me feel a little hopeless. I knew the material and got feedback from professors that I was near the top of the range, but they had to draw a line somewhere to abide by the grading system set by NYU.",Agree,Neutral,"Strongly Agree, Agree","Private Law, Clerkship",No,,,"Instead of A+ to C, I think the lowest grade should be a B. B- and C are really tough to see and talk about. Or, I would be in favor of an Honors, Pass, Fail grading system for 1L in addition to 2L and 3L years.",Asian,,,,
2/22/2020 12:16:46,1L,B+,A-,B,Disagree,Disagree,Disagree,Agree,Concern about grades makes it impossible to take time for self care. Every second spent not working feels like a potential error.,Agree,Agree,Agree,"Public Interest/Government, Clerkship",Yes,,,,White,Male,No,No,No
2/22/2020 12:19:41,1L,B,B,B,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,It has been bad for my mental health. I tried harder last semester than I ever have in my life and received worse grades than I got at any point in my top 10 undergrad school. It feels completely arbitrary and unfair and I am scared how this terrible system will affect my future prospects. It doesn't seem fair to impose such a strict mandatory curve when almost everyone here could've attended a lower-ranked school and been at the top of their class. The grading system has made me regret my choice to come to NYU.,Strongly Disagree,Strongly Agree,Agree,Private Law,Yes,"It would improve my mental health because I could concentrate on learning and enjoying the material rather than preparing for a test, and would take pressure off.",I think I would enjoy law school much more if we had the proposed grading system,I think it would be better for 1L classes to also have honors/ pass/ fail with no curve,Black,Female,No,No,No
2/22/2020 12:21:00,1L,B,A-,B,Disagree,Disagree,Disagree,Strongly Agree,Yes. I was unnecessarily stressed and anxious,Strongly Agree,Strongly Agree,Neutral,Private Law,Yes,It would significantly help,It would make the school environment less competitive and allow me to focus on learning the material rather than worry about the exam ,,Prefer Not to Answer,Female,Prefer Not to Answer,No,No
2/22/2020 12:22:45,1L,B+,B,B,Agree,Neutral,Disagree,Neutral,Having a forced curve did make things seem arbitrary and made me feel frustrated as I prepared for exams and awaited grades. I found myself studying in a self-defeating kind of way -- not studying too hard because I was afraid that I would feel especially bad if my grade didn't match my hard work. ,Agree,Neutral,Neutral,Public Interest/Government,Yes,"It would definitely lower stress around exam time, and having Honors-Pass-Fail the entire 3 years would still encourage me to strive for a good ""grade"". ","I think it would make it easier to focus on the material rather than exam prep, and would allow me to more fully enjoy the other things NYU Law offers to prepare for a legal career without feeling guilt for taking time away from academic material. ","I think a forced curve is very different from a curve, and while I like the idea of pass/fail, it seems almost too easy. It's well known people spend less time/effort on lawyering because it is only pass/fail, and seems almost impossible to fail. Having a curve without forced numbers still allows for quite a variation of grades while also encouraging people to put in effort. A simple modification could be extending the Honors category to 1L, which still allows for grade variation and encourages people to work towards that without the stress of a forced curve.","White, Latinex/Hispanic",Female,No,No,No
2/22/2020 12:24:35,1L,A-,A,A-,Neutral,Agree,Agree,Agree,Increased the pressure during finals period,Neutral,Agree,Agree,"Public Interest/Government, Clerkship",Yes,,I think it would allow me to devote more time and energy to extra curricular activities that might give me more important skills than learning the intricacies of the parol evidence rule. ,,White,Male,No,No,Prefer Not to Answer
2/22/2020 12:27:02,1L,A,B+,A-,Strongly Agree,Agree,Agree,Disagree,N/A,"Agree, Neutral",Strongly Disagree,Strongly Disagree,Public Interest/Government,No,N/A,N/A,"I think we should still have grades but the grades should reflect mastery of the material rather than a forced curve.  I think that feedback is still valuable, but this would open up the possibility that more students would get As or A-s that reflect their mastery.",White,Male,No,No,No
2/22/2020 12:39:50,1L,A-,A,A,Neutral,Agree,Strongly Agree,Disagree,I never focus too heavily on grades so I am fine either way,Neutral,Disagree,Strongly Disagree,Public Interest/Government,No,NA,I think there would be less of an incentive to work hard to understand the material,I had a P/F option for all of my classes in undergrad and it never worked in my favor ,White,Female,Prefer Not to Answer,No,No
2/22/2020 12:45:49,1L,A,A,B,Disagree,Neutral,Strongly Disagree,Agree,N/A,Strongly Agree,Strongly Agree,Agree,"Private Law, N/A",Yes,,,,Asian,Male,No,No,Yes
2/22/2020 12:50:46,1L,B,B,B+,Agree,Disagree,Agree,Disagree,I was stressed until they posted.,Agree,Agree,Disagree,"Private Law, Clerkship",No, It would be much less stressful.,It wouldn't do much because I am already pretty average.,I think that system would make it hard to differentiate students.,Black,Female,No,No,Yes
2/22/2020 12:53:49,1L,B+,A-,B,Disagree,Disagree,Strongly Disagree,Strongly Agree,"Puts immense pressure on students. Creates feelings of inadequacy, stupidity, and lesser-ness. Does not stimulate a healthy learning environment, nor does it contribute to a better understanding of the course material.",Agree,Agree,"Agree, Disagree",Private Law,Yes,Yes - it would relieve the pressure associated with trying to beat an arbitrary curve,It would make me more inclined to actually engage with the material as opposed to memorizing some rote format that leaves my brain the moment after the exam ends.,"I am concerned a system would provide less of an incentive to study hard, but I think that is offset by the mental health benefits and the better learning environment NYU would have ",White,Male,Yes,No,Yes
2/22/2020 13:00:09,1L,A+,B+,B,Neutral,Disagree,Disagree,Agree,"I try not to focus on grades much; if anything my Civ Pro grade was worst for my mental health because it led me to spend a lot of time thinking about whether to try to 'use it to my advantage', which is a trait I don't love.",Strongly Agree,Strongly Agree,Disagree,"Public Interest/Government, Clerkship",Yes,"I'd be into it; it would remove a lot of the inherently competitive nature of law school, which is an aspect of school I don't like much.","Mostly I expect it would impact the atmosphere of the school and decrease the amount of conversation about how to do as well in classes as possible, which would be a nice break; perhaps it would make some student groups more ""competitive"" and lead to strategizing about how to have the best resume, but that's not something I personally have strong concern about.",I'm very into it!  I especially don't see why our school insists on keeping the current grading systems when a pass/fail/honors system is growing in popularity at other significant schools (not that I think we need to wait for their permission to make positive changes),White,Non-binary,Yes,No,No
2/22/2020 13:02:07,1L,B,B,B,Agree,Neutral,Disagree,Agree,"It does a poor level of actually checking for understanding. There should be more mid-term assessments, even if they aren't graded, so that TAs and instructors can identify weaker points in understanding sooner than the last month of term. ",Strongly Agree,Agree,Agree,Public Interest/Government,No,"I think it would improve my mental health by allowing me to focus more on the material and apply it to my career interests, instead of on an arbitrary grading system that has as much to do with a student's ability to regurgitate information for three hours as their true understanding of the material. ",Less stress! ,"I think a P/F 1L proposal will be easily shot down, and I think it will subject doctrinals to the same criticism levied against the Lawyering program-- that students don't and shouldn't take it seriously (as a number of doctrinal professors have stated).  Getting rid of the mandatory curve at the very least would make a huge difference, even if the current grading standards are retained. Professors shouldn't be forced to give grades that don't reflect their view of a student's performance. ",Asian,Male,No,"No, Prefer Not to Answer",Yes
2/22/2020 13:02:47,1L,A-,B,B,"Disagree, Strongly Disagree",Strongly Disagree,Strongly Disagree,Strongly Agree,The aspect of the grading situation that negatively affects me the most is that the grade received is not based on how well you understand or know the material. It's about how well do you know it compared to other students and forces unnecessary competition. A single four-hour test is also not conducive to students with learning disabilities and attention deficit issues.,Agree,Strongly Agree,Strongly Agree,"Private Law, Clerkship",Yes,"Yes, I think it would have a positive impact and allow me to focus on understanding and learning the material for the purpose of being a good lawyer not knowing more than the student next to me or the quirks my professor wants to hear. ",,,White,Female,No,Yes,No
2/22/2020 13:06:21,1L,B+,B,A,"Neutral, Disagree",Neutral,Disagree,Strongly Agree,I think it creates a lot of unnecessary stress because I feel like I am working so hard in my classes but with no understanding of how that work will translate into my grades. It's frustrating to feel like there's no way to determine how much effort is not enough and how much is too much to the extent that it is detrimental.,Agree,Neutral,Disagree,"Private Law, Public Interest/Government, Clerkship",Yes,,,,White,Female,No,No,No
2/22/2020 13:07:20,1L,A-,B+,B,Disagree,Disagree,Neutral,Neutral,N/A. I figure a B+/A- puts me in the center of the class. I don't feel like I'm doing better or worse than my classmates. A B is somewhat disappointing but so is life.,Neutral,Neutral,Strongly Disagree,"Private Law, Public Interest/Government",No,No,"I think it would make other students less motivated in class and I would feel like my time doing extra work (which I would do anyway because I'm an overachiever) is not valued, and maybe I'm not as smart as everyone else if I need to spend more time studying to get the same generic Pass.",,White,Female,No,No,No
2/22/2020 13:10:33,1L,B-,B+,A-,"Neutral, Disagree",Disagree,"Neutral, Disagree",Agree,"Shit's stressful, yo!",Agree,Strongly Agree,"Strongly Agree, Agree","Public Interest/Government, Clerkship",Yes,"It would make Law School life feel much less intense/competitive. I would feel a lot more relaxed and engage with the material in an engaged and curious manner rather than a frantic, anxious one.",I feel confident it would have been improved my summer employment prospects. ,,White,Male,No,No,No
2/22/2020 13:19:49,1L,B,B,B,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,"There is no real way to tell the difference between sub-10th percentile and 45th percentile.  This creates the assumption that everyone below median is 10th percentile, not 45th percentile.  There is no “Lake Wobegon” effect when the uncertainty is limited to the bottom half of the curve.  By definition, students below median cannot be “above average.”  It privileges, amongst those below median, the students who have personal connections - predominately those that are wealthy, white, and otherwise WASPy.  

I have checked-out, both academically and from the competitive, non-academic, preparation for exams.  No matter what the faculty say about commercial materials for exam prep, it’s just like Bar Prep.  Trainable by formula not discussed in class.  The law school classroom experience neither prepares you to practice, not it does prepare you for the Bar Exam.

I have a better job lined up through personal connections than grades would otherwise indicate, and at this point, have no need for grades.  Before seeing the arbitrariness of it, I wanted to earn my own way.  At this point, I am just glad of the connections.",Strongly Agree,Strongly Agree,Agree,Private Law,Yes,I might be less jaded about the nature of the world.,I’d have a chance to consider doing some good instead of just making money at the outset of my career.,A shift to symmetric gradations on either side of median would be equally acceptable.,White,Male,No,No,No
2/22/2020 13:20:42,1L,B+,A,A,Neutral,Neutral,Agree,Strongly Agree,"Because I want to do direct legal services, I don't feel a lot of practical pressure around grades.  But I think the forced curve creates an unnecessary sense of competition and scarcity. Plus, the overall lack of feedback makes any grade -- including a ""good"" one! -- seem arbitrary. ",Agree,Agree,Disagree,Public Interest/Government,Yes,"I think it would be a big relief! Even knowing grades don't especially matter for the work I want to do, it's hard not to internalize the ambient pressure around/obsession with grades. I was pretty clueless abot law school before I came, and, once I got the lay of the land, was really surprised at how determinative grades seem to be. It can feel like you're foreclosing the possibility of even considering certain opportunities down the line if you *don't* grind and then arbitrarily do well in this first year. It's very silly!","Because I am interested in a field in which grades pretty explicitly don't matter, it probably wouldn't make a huge difference for me in terms of my career trajectory. But, I think it would do a lot to make the experience of the first year more centered on learning, and to reduce the overall extremely bad vibes that take over the campus during the six weeks before finals.","I wonder if folks who want to work at firms or clerk would be resistant, since it seems like grades can be pretty determinative, and they wouldn't have any grades from the first year. Maybe adding some discretionary honors to the first year could ameliorate some of the resistance there?",White,Female,No,No,No
2/22/2020 13:32:31,1L,A,B,B,Neutral,Disagree,Disagree,Strongly Agree,"Grades have made my entire section feel extremely stressed and has negatively affected everyone’s sense of self and well-being. The university sends mixed messages with some people emphasizing that “your grades don’t define you” while OCS consistently emphasizes how important they are for careers. 

I had a unique situation so that I incorrectly received a B- that was incorrectly recorded and was actually an A. The grading system is a black box, professors do not have to account for the grades they give and this error wouldn’t have been fixed if I hadn’t sought out a meeting my grade wouldn’t have been corrected. Our other professors both indicated to our section that we all did great but that the grading system forces them to give certain grades. If our grades matter then we should receive a grade that reflects our grasp of the material. If we all did well, then we shouldn’t be penalized at all. ",Strongly Agree,Strongly Agree,Neutral,"Private Law, Public Interest/Government, Clerkship",Yes,I think I would feel more relaxed and would learn better with a less competitive grading system. I wouldn’t feel that my grades would make or break my future plans ,"Generally, it would make all of us healthier. Currently, the system makes us stressed to the point of physical illness. It makes us compete in a way we don’t otherwise",,White,Female,No,No,No
2/22/2020 13:33:23,1L,B,B,B,Disagree,Disagree,Strongly Disagree,Agree,"There is always stress to master the material and perform well on finals, knowing that performance can weigh on future opportunities. But a curve that only allows for a small number of A’s discourages collaboration by creating more competition and puts added pressure to focus on being the best in class rather than knowing the material.",Agree,Strongly Agree,Agree,Private Law,Yes,Less stress about grades and the grade being a defining feature of your success in law school. Less stress about finals leaves more room for learning rather than all the time spent on us asking questions about the structure of the finals and such.,It would relieve my stress about my grade speaking for me rather than my ability to analyze and tackle problems outside of a 4-hour time restraint on a test designed to have some tricks in order to “spread out the curve.”,,"White, Black, Asian",Male,No,No,No
2/22/2020 13:42:22,1L,A,A-,B+,Agree,Agree,Strongly Agree,Strongly Disagree,"It is stressful, but I went into this knowing that it would be stressful and believe I benefitted off working through it. It also resulted in a feeling of accomplishment once finals were over.",Agree,Disagree,Strongly Disagree,Private Law,Yes,There would obviously be a lot less stress.,I think I would be less stressed and I would be able to devote more time towards Lawyering assignments as well as extracurricular activities. ,,White,Male,,No,No
2/22/2020 13:44:53,1L,B,B,B+,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,"It engenders a competitive culture that I believe to be unhealthy. Furthermore, I creates shame for people like me who did not perform as well in exams, despite our strong knowledge of the material.",Strongly Agree,Strongly Agree,Agree,"Private Law, Public Interest/Government, Clerkship",Yes,It would eliminate the detrimentally competitive atmosphere and shame I mentioned above.,-,-,White,Male,No,No,No
2/22/2020 13:47:17,1L,B,B,B,Agree,Neutral,Neutral,Agree,"Because the current system prioritizes time-pressured test taking for 1Ls, it can feel hopeless for someone who does better in longer-format/take-home exams. It seems like only one kind of skill set is valued and this can create a lot of anxiety. ",Agree,Neutral,Disagree,Private Law,Yes,I think it would relieve a lot of the anxiety I have surrounding letter grades. ,,"Could there be a compromise between graded and pass/fail? Could students get a certain number of pass/fails options (e.g. 3 out of the 6 classes) to ""spend"" during their 1L year? Professors could grade the same way, but by electing to use the pass/fail option students would ultimately only have pass or fail on their transcript. Students could have the ability to use the option up until a certain point in the semester (e.g. halfway). Faculty might be more likely to accept this and it would still allow students to selectively eliminate the pressure of getting a letter grade when they feel this would help them most. ",White,Female,No,Yes,No
